Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping_Days,Profit_Margin,Order_Year,Order_Month,High_Discount
2988,CA-2016-139269,2016-05-25,2016-05-30,standard class,JB-16045,Julia Barnett,home office,united states,columbus,georgia,31907,south,OFF-ST-10000689,office supplies,storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118,5,0.11999999999999998,2016,5,no
2989,CA-2016-139010,2016-02-21,2016-02-26,second class,MC-17635,Matthew Clasen,corporate,united states,los angeles,california,90032,west,TEC-AC-10004227,technology,accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.0,0.7794,5,0.06,2016,2,no
2990,CA-2016-139010,2016-02-21,2016-02-26,second class,MC-17635,Matthew Clasen,corporate,united states,los angeles,california,90032,west,OFF-BI-10000174,office supplies,binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.496,5,0.35000000000000003,2016,2,no
2991,CA-2016-139010,2016-02-21,2016-02-26,second class,MC-17635,Matthew Clasen,corporate,united states,los angeles,california,90032,west,OFF-ST-10001809,office supplies,storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,5,0.020000000000000004,2016,2,no
2992,CA-2016-139010,2016-02-21,2016-02-26,second class,MC-17635,Matthew Clasen,corporate,united states,los angeles,california,90032,west,OFF-BI-10002309,office supplies,binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,0.2,10.9368,5,0.35,2016,2,no
2993,CA-2016-134376,2016-10-02,2016-10-06,standard class,TT-21265,Tim Taslimi,corporate,united states,new york city,new york,10024,east,OFF-AP-10004532,office supplies,appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,4,0.27,2016,10,no
2994,CA-2017-147291,2017-03-11,2017-03-17,standard class,MJ-17740,Max Jones,consumer,united states,detroit,michigan,48227,central,OFF-BI-10003091,office supplies,binders,GBC DocuBind TL200 Manual Binding Machine,895.92,4,0.0,421.0824,6,0.47000000000000003,2017,3,no
2995,CA-2016-112893,2016-09-09,2016-09-13,second class,AT-10735,Annie Thurman,consumer,united states,stockton,california,95207,west,OFF-BI-10004654,office supplies,binders,VariCap6 Expandable Binder,55.36,4,0.2,18.684,4,0.3375,2016,9,no
2996,US-2014-150532,2014-07-14,2014-07-21,standard class,PB-19150,Philip Brown,consumer,united states,phoenix,arizona,85023,west,OFF-ST-10000760,office supplies,storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291,7,0.1125,2014,7,no
2997,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-EN-10001539,office supplies,envelopes,Staple envelope,24.896,4,0.2,8.4024,4,0.33749999999999997,2014,6,no
2998,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,FUR-FU-10000550,furniture,furnishings,Stacking Trays by OIC,3.984,1,0.2,0.6474,4,0.1625,2014,6,no
2999,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-AC-10003628,technology,accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,4,0.2,28.7904,4,0.3,2014,6,no
3000,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-MA-10004521,technology,machines,Epson Perfection V600 Photo Scanner,206.991,3,0.7,-172.4925,4,-0.8333333333333333,2014,6,yes
3001,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-AP-10003860,office supplies,appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,2,0.2,3.8864,4,0.08750000000000001,2014,6,no
3002,CA-2014-138317,2014-06-21,2014-06-25,standard class,NW-18400,Natalie Webber,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-BI-10000069,office supplies,binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006,2,0.7,-7.2048,4,-0.7999999999999999,2014,6,yes
3003,CA-2015-130610,2015-07-05,2015-07-10,standard class,VP-21730,Victor Preis,home office,united states,sterling heights,michigan,48310,central,OFF-BI-10003655,office supplies,binders,Durable Pressboard Binders,19.0,5,0.0,8.93,5,0.47,2015,7,no
3004,CA-2017-104381,2017-12-16,2017-12-23,standard class,RD-19810,Ross DeVincentis,home office,united states,rochester,new york,14609,east,OFF-BI-10001628,office supplies,binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4,0.2,10.43,7,0.3125,2017,12,no
3005,CA-2016-131499,2016-09-08,2016-09-10,first class,MG-17875,Michael Grace,home office,united states,new york city,new york,10011,east,OFF-AP-10003779,office supplies,appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0.0,62.244,2,0.3,2016,9,no
3006,CA-2014-148761,2014-05-17,2014-05-21,standard class,PA-19060,Pete Armstrong,home office,united states,eau claire,wisconsin,54703,central,OFF-BI-10000666,office supplies,binders,Surelock Post Binders,91.68,3,0.0,45.84,4,0.5,2014,5,no
3007,CA-2017-116519,2017-10-13,2017-10-15,first class,CR-12730,Craig Reiter,consumer,united states,new york city,new york,10009,east,OFF-AP-10000828,office supplies,appliances,Avanti 4.4 Cu. Ft. Refrigerator,904.9,5,0.0,253.372,2,0.28,2017,10,no
3008,CA-2014-130729,2014-10-24,2014-10-29,standard class,AA-10375,Allen Armold,consumer,united states,rancho cucamonga,california,91730,west,OFF-BI-10002706,office supplies,binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384,5,0.325,2014,10,no
3009,CA-2016-124772,2016-12-05,2016-12-06,first class,JG-15160,James Galang,consumer,united states,murray,kentucky,42071,south,FUR-FU-10004748,furniture,furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098,1,0.39,2016,12,no
3010,CA-2016-115525,2016-07-25,2016-07-29,standard class,RR-19525,Rick Reed,corporate,united states,toledo,ohio,43615,east,OFF-AP-10000026,office supplies,appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5,0.2,27.4365,4,0.1125,2016,7,no
3011,CA-2017-134845,2017-04-17,2017-04-23,standard class,SR-20425,Sharelle Roach,home office,united states,louisville,colorado,80027,west,OFF-BI-10000773,office supplies,binders,Insertable Tab Post Binder Dividers,12.03,5,0.7,-9.223,6,-0.7666666666666667,2017,4,yes
3012,CA-2017-134845,2017-04-17,2017-04-23,standard class,SR-20425,Sharelle Roach,home office,united states,louisville,colorado,80027,west,TEC-MA-10000822,technology,machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,5,0.7,-3399.98,6,-1.3333333333333333,2017,4,yes
3013,CA-2017-134845,2017-04-17,2017-04-23,standard class,SR-20425,Sharelle Roach,home office,united states,louisville,colorado,80027,west,OFF-BI-10001543,office supplies,binders,GBC VeloBinder Manual Binding System,21.594,2,0.7,-15.8356,6,-0.7333333333333333,2017,4,yes
3014,CA-2017-134845,2017-04-17,2017-04-23,standard class,SR-20425,Sharelle Roach,home office,united states,louisville,colorado,80027,west,OFF-BI-10003355,office supplies,binders,Cardinal Holdit Business Card Pockets,8.964,6,0.7,-6.5736,6,-0.7333333333333333,2017,4,yes
3015,CA-2017-134845,2017-04-17,2017-04-23,standard class,SR-20425,Sharelle Roach,home office,united states,louisville,colorado,80027,west,OFF-PA-10002005,office supplies,paper,Xerox 225,20.736,4,0.2,7.2576,6,0.35,2017,4,no
3016,US-2015-138919,2015-09-17,2015-09-21,standard class,LS-16975,Lindsay Shagiari,home office,united states,new york city,new york,10035,east,FUR-TA-10004154,furniture,tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,2,0.4,-103.266,4,-0.3,2015,9,yes
3017,US-2016-160528,2016-08-23,2016-08-30,standard class,MH-18115,Mick Hernandez,home office,united states,pharr,texas,78577,central,OFF-ST-10002743,office supplies,storage,SAFCO Boltless Steel Shelving,727.296,8,0.2,-172.7328,7,-0.2375,2016,8,no
3018,US-2016-160528,2016-08-23,2016-08-30,standard class,MH-18115,Mick Hernandez,home office,united states,pharr,texas,78577,central,FUR-FU-10004973,furniture,furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736,7,-0.45,2016,8,yes
3019,US-2016-160528,2016-08-23,2016-08-30,standard class,MH-18115,Mick Hernandez,home office,united states,pharr,texas,78577,central,TEC-AC-10002842,technology,accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.32,7,-0.05,2016,8,no
3020,CA-2015-123568,2015-11-08,2015-11-14,standard class,SC-20095,Sanjit Chand,consumer,united states,west jordan,utah,84084,west,OFF-FA-10002701,office supplies,fasteners,Alliance Rubber Bands,5.04,3,0.0,0.2016,6,0.04,2015,11,no
3021,CA-2015-123568,2015-11-08,2015-11-14,standard class,SC-20095,Sanjit Chand,consumer,united states,west jordan,utah,84084,west,OFF-PA-10001125,office supplies,paper,Xerox 1988,92.94,3,0.0,41.823,6,0.45,2015,11,no
3022,CA-2015-123568,2015-11-08,2015-11-14,standard class,SC-20095,Sanjit Chand,consumer,united states,west jordan,utah,84084,west,FUR-FU-10004090,furniture,furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.0077,6,0.33,2015,11,no
3023,CA-2015-123568,2015-11-08,2015-11-14,standard class,SC-20095,Sanjit Chand,consumer,united states,west jordan,utah,84084,west,OFF-BI-10001510,office supplies,binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65,6,0.31249999999999994,2015,11,no
3024,CA-2017-124674,2017-11-17,2017-11-23,standard class,JB-16000,Joy Bell-,consumer,united states,brownsville,texas,78521,central,FUR-BO-10002202,furniture,bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,2,0.32,-14.4588,6,-0.04411764705882353,2017,11,yes
3025,CA-2015-164441,2015-11-08,2015-11-13,standard class,AC-10450,Amy Cox,consumer,united states,new york city,new york,10011,east,OFF-BI-10001922,office supplies,binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,5,0.3375,2015,11,no
3026,CA-2015-164441,2015-11-08,2015-11-13,standard class,AC-10450,Amy Cox,consumer,united states,new york city,new york,10011,east,OFF-PA-10001667,office supplies,paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073,5,0.45,2015,11,no
3027,CA-2017-169054,2017-04-22,2017-04-26,standard class,MO-17800,Meg O'Connel,home office,united states,philadelphia,pennsylvania,19140,east,FUR-FU-10001488,furniture,furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0,4,0.0,2017,4,no
3028,CA-2014-106719,2014-08-24,2014-08-24,same day,RB-19645,Robert Barroso,corporate,united states,billings,montana,59102,west,OFF-BI-10002799,office supplies,binders,"SlimView Poly Binder, 3/8""",8.288,2,0.2,2.6936,0,0.325,2014,8,no
3029,CA-2017-116855,2017-12-17,2017-12-21,standard class,AI-10855,Arianne Irving,consumer,united states,chesapeake,virginia,23320,south,FUR-CH-10003846,furniture,chairs,Hon Valutask Swivel Chairs,504.9,5,0.0,80.784,4,0.16000000000000003,2017,12,no
3030,US-2016-164189,2016-03-24,2016-03-28,standard class,DR-12880,Dan Reichenbach,corporate,united states,gresham,oregon,97030,west,TEC-PH-10003691,technology,phones,BlackBerry Q10,403.168,4,0.2,25.198,4,0.0625,2016,3,no
3031,CA-2015-168480,2015-09-21,2015-09-27,standard class,DM-12955,Dario Medina,corporate,united states,lincoln park,michigan,48146,central,FUR-BO-10000468,furniture,bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0.0,31.0912,6,0.16,2015,9,no
3032,CA-2015-168480,2015-09-21,2015-09-27,standard class,DM-12955,Dario Medina,corporate,united states,lincoln park,michigan,48146,central,OFF-AR-10001044,office supplies,art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371,6,0.29,2015,9,no
3033,US-2016-114293,2016-11-21,2016-11-26,standard class,JH-16180,Justin Hirsh,consumer,united states,gresham,oregon,97030,west,FUR-CH-10003833,furniture,chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,5,-0.0625,2016,11,no
3034,CA-2017-134173,2017-09-16,2017-09-21,standard class,AB-10060,Adam Bellavance,home office,united states,philadelphia,pennsylvania,19143,east,OFF-PA-10004355,office supplies,paper,Xerox 231,20.736,4,0.2,7.2576,5,0.35,2017,9,no
3035,US-2015-123960,2015-06-11,2015-06-16,standard class,BD-11605,Brian Dahlen,consumer,united states,monroe,louisiana,71203,south,TEC-AC-10003038,technology,accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,0.0,10.203,5,0.18999999999999997,2015,6,no
3036,US-2015-123960,2015-06-11,2015-06-16,standard class,BD-11605,Brian Dahlen,consumer,united states,monroe,louisiana,71203,south,OFF-BI-10002799,office supplies,binders,"SlimView Poly Binder, 3/8""",36.26,7,0.0,16.6796,5,0.46,2015,6,no
3037,US-2015-123960,2015-06-11,2015-06-16,standard class,BD-11605,Brian Dahlen,consumer,united states,monroe,louisiana,71203,south,OFF-AR-10003582,office supplies,art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764,5,0.28,2015,6,no
3038,US-2015-123960,2015-06-11,2015-06-16,standard class,BD-11605,Brian Dahlen,consumer,united states,monroe,louisiana,71203,south,OFF-PA-10004451,office supplies,paper,Xerox 222,32.4,5,0.0,15.552,5,0.48,2015,6,no
3039,US-2015-123960,2015-06-11,2015-06-16,standard class,BD-11605,Brian Dahlen,consumer,united states,monroe,louisiana,71203,south,FUR-FU-10004666,furniture,furnishings,DAX Clear Channel Poster Frame,29.16,2,0.0,10.7892,5,0.37,2015,6,no
3040,CA-2017-101749,2017-10-03,2017-10-08,standard class,AS-10045,Aaron Smayling,corporate,united states,pasadena,california,91104,west,FUR-TA-10001520,furniture,tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,5,-0.0375,2017,10,no
3041,US-2016-147991,2016-05-05,2016-05-09,standard class,ZD-21925,Zuschuss Donatelli,consumer,united states,chattanooga,tennessee,37421,south,FUR-FU-10004270,furniture,furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344,4,0.2,2016,5,no
3042,CA-2017-149559,2017-09-11,2017-09-12,same day,KF-16285,Karen Ferguson,home office,united states,long beach,california,90805,west,OFF-PA-10003172,office supplies,paper,Xerox 1996,12.96,2,0.0,6.2208,1,0.4799999999999999,2017,9,no
3043,CA-2017-149559,2017-09-11,2017-09-12,same day,KF-16285,Karen Ferguson,home office,united states,long beach,california,90805,west,OFF-EN-10002312,office supplies,envelopes,#10 Self-Seal White Envelopes,22.18,2,0.0,10.8682,1,0.49,2017,9,no
3044,CA-2017-149559,2017-09-11,2017-09-12,same day,KF-16285,Karen Ferguson,home office,united states,long beach,california,90805,west,FUR-CH-10002320,furniture,chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784,1,0.125,2017,9,no
3045,CA-2015-135174,2015-04-30,2015-05-02,second class,BP-11230,Benjamin Patterson,consumer,united states,troy,ohio,45373,east,TEC-PH-10001530,technology,phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,5,0.4,-255.7425,2,-0.25,2015,4,yes
3046,CA-2017-125290,2017-11-06,2017-11-10,second class,CC-12430,Chuck Clark,home office,united states,minneapolis,minnesota,55407,central,OFF-AR-10001216,office supplies,art,Newell 339,13.9,5,0.0,3.614,4,0.26,2017,11,no
3047,CA-2017-125290,2017-11-06,2017-11-10,second class,CC-12430,Chuck Clark,home office,united states,minneapolis,minnesota,55407,central,OFF-PA-10003127,office supplies,paper,Easy-staple paper,26.38,1,0.0,12.1348,4,0.46,2017,11,no
3048,CA-2014-137351,2014-09-30,2014-10-04,standard class,DB-13615,Doug Bickford,consumer,united states,seattle,washington,98105,west,OFF-BI-10003910,office supplies,binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,7,0.2,13.4925,4,0.3125,2014,9,no
3049,CA-2017-121419,2017-04-02,2017-04-04,first class,TC-21475,Tony Chapman,home office,united states,columbus,georgia,31907,south,FUR-TA-10004534,furniture,tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,2,0.16999999999999998,2017,4,no
3050,CA-2017-121419,2017-04-02,2017-04-04,first class,TC-21475,Tony Chapman,home office,united states,columbus,georgia,31907,south,TEC-AC-10000892,technology,accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,2,0.36,2017,4,no
3051,US-2017-148054,2017-10-06,2017-10-11,standard class,NZ-18565,Nick Zandusky,home office,united states,meridian,idaho,83642,west,FUR-FU-10003247,furniture,furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,0.0,2.9372,5,0.06999999999999999,2017,10,no
3052,US-2017-148054,2017-10-06,2017-10-11,standard class,NZ-18565,Nick Zandusky,home office,united states,meridian,idaho,83642,west,OFF-AP-10004336,office supplies,appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0.0,66.0736,5,0.29,2017,10,no
3053,US-2017-148054,2017-10-06,2017-10-11,standard class,NZ-18565,Nick Zandusky,home office,united states,meridian,idaho,83642,west,OFF-PA-10001295,office supplies,paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112,5,0.4800000000000001,2017,10,no
3054,CA-2016-128517,2016-04-09,2016-04-14,second class,SW-20350,Sean Wendt,home office,united states,detroit,michigan,48227,central,TEC-PH-10002555,technology,phones,Nortel Meridian M5316 Digital phone,517.9,2,0.0,134.654,5,0.26,2016,4,no
3055,CA-2016-128517,2016-04-09,2016-04-14,second class,SW-20350,Sean Wendt,home office,united states,detroit,michigan,48227,central,OFF-BI-10000831,office supplies,binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,0.0,2.4288,5,0.45999999999999996,2016,4,no
3056,US-2015-100377,2015-08-28,2015-09-01,standard class,TS-21370,Todd Sumrall,corporate,united states,chicago,illinois,60623,central,TEC-CO-10001046,technology,copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875,4,0.3125,2015,8,no
3057,CA-2017-131492,2017-10-19,2017-10-24,second class,HH-15010,Hilary Holden,corporate,united states,san francisco,california,94110,west,OFF-EN-10002973,office supplies,envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0.0,4.3008,5,0.4799999999999999,2017,10,no
3058,CA-2017-131492,2017-10-19,2017-10-24,second class,HH-15010,Hilary Holden,corporate,united states,san francisco,california,94110,west,OFF-LA-10001641,office supplies,labels,Avery 518,31.5,10,0.0,15.12,5,0.48,2017,10,no
3059,CA-2017-131492,2017-10-19,2017-10-24,second class,HH-15010,Hilary Holden,corporate,united states,san francisco,california,94110,west,FUR-FU-10003878,furniture,furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.0,10.3904,5,0.34,2017,10,no
3060,CA-2017-131492,2017-10-19,2017-10-24,second class,HH-15010,Hilary Holden,corporate,united states,san francisco,california,94110,west,FUR-TA-10003837,furniture,tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506,5,-0.1375,2017,10,no
3061,CA-2016-144554,2016-11-07,2016-11-12,standard class,DM-13345,Denise Monton,corporate,united states,newark,ohio,43055,east,TEC-AC-10002800,technology,accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,0.2,22.4955,5,0.1875,2016,11,no
3062,CA-2017-127621,2017-03-03,2017-03-07,standard class,RE-19450,Richard Eichhorn,consumer,united states,dallas,texas,75081,central,OFF-PA-10001307,office supplies,paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88,8,0.2,9.744,4,0.3625,2017,3,no
3063,CA-2015-145184,2015-11-27,2015-11-29,first class,JD-16150,Justin Deggeller,corporate,united states,newark,delaware,19711,east,TEC-PH-10002350,technology,phones,Apple EarPods with Remote and Mic,83.97,3,0.0,23.5116,2,0.28,2015,11,no
3064,CA-2015-145184,2015-11-27,2015-11-29,first class,JD-16150,Justin Deggeller,corporate,united states,newark,delaware,19711,east,TEC-AC-10000397,technology,accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0.0,7.3479,2,0.07,2015,11,no
3065,CA-2017-106859,2017-03-13,2017-03-18,second class,BF-11215,Benjamin Farhat,home office,united states,albuquerque,new mexico,87105,west,OFF-ST-10000615,office supplies,storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0.0,25.424,5,0.28,2017,3,no
3066,CA-2017-106859,2017-03-13,2017-03-18,second class,BF-11215,Benjamin Farhat,home office,united states,albuquerque,new mexico,87105,west,TEC-PH-10004531,technology,phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576,5,0.35,2017,3,no
3067,CA-2017-106859,2017-03-13,2017-03-18,second class,BF-11215,Benjamin Farhat,home office,united states,albuquerque,new mexico,87105,west,TEC-AC-10004001,technology,accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0.0,88.1295,5,0.41,2017,3,no
3068,CA-2017-106859,2017-03-13,2017-03-18,second class,BF-11215,Benjamin Farhat,home office,united states,albuquerque,new mexico,87105,west,OFF-PA-10001534,office supplies,paper,Xerox 230,45.36,7,0.0,21.7728,5,0.48,2017,3,no
3069,CA-2017-106859,2017-03-13,2017-03-18,second class,BF-11215,Benjamin Farhat,home office,united states,albuquerque,new mexico,87105,west,OFF-PA-10001815,office supplies,paper,Xerox 1885,288.24,6,0.0,138.3552,5,0.48,2017,3,no
3070,US-2017-120089,2017-11-30,2017-11-30,same day,ML-17755,Max Ludwig,home office,united states,toledo,ohio,43615,east,OFF-AP-10003779,office supplies,appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992,0,0.125,2017,11,no
3071,CA-2014-119375,2014-11-17,2014-11-22,standard class,YC-21895,Yoseph Carroll,corporate,united states,newark,delaware,19711,east,OFF-ST-10002011,office supplies,storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691,5,0.27,2014,11,no
3072,CA-2014-119375,2014-11-17,2014-11-22,standard class,YC-21895,Yoseph Carroll,corporate,united states,newark,delaware,19711,east,FUR-FU-10002379,furniture,furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0.0,14.9292,5,0.12,2014,11,no
3073,CA-2014-119375,2014-11-17,2014-11-22,standard class,YC-21895,Yoseph Carroll,corporate,united states,newark,delaware,19711,east,OFF-AR-10003752,office supplies,art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0.0,26.565,5,0.46,2014,11,no
3074,CA-2016-125206,2016-01-03,2016-01-05,first class,LR-16915,Lena Radford,consumer,united states,los angeles,california,90045,west,OFF-ST-10003692,office supplies,storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0.0,28.615,2,0.25,2016,1,no
3075,CA-2015-126137,2015-10-03,2015-10-08,standard class,BS-11755,Bruce Stewart,consumer,united states,los angeles,california,90032,west,FUR-BO-10004409,furniture,bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548,5,0.15294117647058822,2015,10,no
3076,CA-2014-143903,2014-07-20,2014-07-24,standard class,KM-16375,Katherine Murray,home office,united states,dallas,texas,75217,central,OFF-ST-10003306,office supplies,storage,Letter Size Cart,342.864,3,0.2,38.5722,4,0.11250000000000002,2014,7,no
3077,CA-2014-143903,2014-07-20,2014-07-24,standard class,KM-16375,Katherine Murray,home office,united states,dallas,texas,75217,central,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229,4,-0.85,2014,7,yes
3078,CA-2014-143903,2014-07-20,2014-07-24,standard class,KM-16375,Katherine Murray,home office,united states,dallas,texas,75217,central,FUR-CH-10002024,furniture,chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.196,4,-0.14285714285714285,2014,7,yes
3079,CA-2014-104780,2014-05-21,2014-05-25,standard class,BT-11530,Bradley Talbott,home office,united states,san diego,california,92037,west,OFF-AR-10003514,office supplies,art,4009 Highlighters by Sanford,31.84,8,0.0,10.5072,4,0.32999999999999996,2014,5,no
3080,CA-2017-101182,2017-09-04,2017-09-05,first class,KB-16405,Katrina Bavinger,home office,united states,apple valley,california,92307,west,OFF-PA-10001800,office supplies,paper,Xerox 220,12.96,2,0.0,6.2208,1,0.4799999999999999,2017,9,no
3081,CA-2017-101182,2017-09-04,2017-09-05,first class,KB-16405,Katrina Bavinger,home office,united states,apple valley,california,92307,west,TEC-PH-10003589,technology,phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,15.1116,1,0.35,2017,9,no
3082,US-2017-132297,2017-05-27,2017-06-02,standard class,DW-13480,Dianna Wilson,home office,united states,louisville,kentucky,40214,south,OFF-BI-10003364,office supplies,binders,Binding Machine Supplies,58.34,2,0.0,28.0032,6,0.48,2017,5,no
3083,US-2017-132297,2017-05-27,2017-06-02,standard class,DW-13480,Dianna Wilson,home office,united states,louisville,kentucky,40214,south,TEC-PH-10002834,technology,phones,Google Nexus 5,539.97,3,0.0,134.9925,6,0.25,2017,5,no
3084,CA-2014-100328,2014-01-28,2014-02-03,standard class,JC-15340,Jasper Cacioppo,consumer,united states,new york city,new york,10024,east,OFF-BI-10000343,office supplies,binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,6,0.3375,2014,1,no
3085,CA-2017-118773,2017-02-09,2017-02-14,standard class,TP-21415,Tom Prescott,consumer,united states,houston,texas,77070,central,OFF-BI-10004584,office supplies,binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,-417.0936,5,-1.65,2017,2,yes
3086,CA-2017-118773,2017-02-09,2017-02-14,standard class,TP-21415,Tom Prescott,consumer,united states,houston,texas,77070,central,TEC-AC-10002402,technology,accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,15.998,5,0.125,2017,2,no
3087,CA-2017-118773,2017-02-09,2017-02-14,standard class,TP-21415,Tom Prescott,consumer,united states,houston,texas,77070,central,FUR-FU-10000550,furniture,furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892,5,-0.675,2017,2,yes
3088,CA-2017-118773,2017-02-09,2017-02-14,standard class,TP-21415,Tom Prescott,consumer,united states,houston,texas,77070,central,OFF-AP-10000055,office supplies,appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,-32.48,5,-2.4999999999999996,2017,2,yes
3089,US-2017-159205,2017-03-31,2017-04-02,second class,DB-12910,Daniel Byrd,home office,united states,henderson,kentucky,42420,south,FUR-FU-10001591,furniture,furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,2,0.42000000000000004,2017,3,no
3090,US-2017-159205,2017-03-31,2017-04-02,second class,DB-12910,Daniel Byrd,home office,united states,henderson,kentucky,42420,south,TEC-PH-10000526,technology,phones,Vtech CS6719,671.93,7,0.0,188.1404,2,0.28,2017,3,no
